title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date,RV_ratio,months
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-54006130,45000.0,139000.0,2018-01-01,100.0,成都,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3237410071942446,10
江铃集团新能源 江铃E100 2016款 标准型   ,HC-61619237,35000.0,169000.0,2017-06-01,9600.0,保定,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.20710059171597633,17
比亚迪e6 2016款 400 精英版  ,HC-58787143,120000.0,358000.0,2016-02-01,35500.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.33519553072625696,33
知豆D2 2017款 D2 乐享版   ,HC-60385638,30000.0,165000.0,2017-10-01,12400.0,深圳,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.18181818181818182,13
宝马i3 2016款 升级款时尚型(进口)   ,HC-61132251,198000.0,459000.0,2017-12-01,5100.0,北京,33.0,125.0,250.0,271.0,宝马(进口),小型车,2018-11-28,0.43137254901960786,11
特斯拉MODEL S 2014款 MODEL S P85 ,HC-51371797,490000.0,925000.0,2014-11-01,55300.0,郑州,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5297297297297298,48
江淮iEV 2015款 iEV4 豪华型  ,HC-60791547,35000.0,166000.0,2016-09-01,8500.0,徐州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.21084337349397592,26
众泰 2017款 云100plus 豪华型    ,HC-56668335,43700.0,118000.0,2017-12-01,13700.000000000002,天津,20.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.37033898305084745,11
比亚迪e5 2016款 300 舒适型  ,HC-58165213,114000.0,249000.0,2015-12-01,4100.0,郑州,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.4578313253012048,35
特斯拉MODEL S 2014款 MODEL S P85   ,HC-55343539,420000.0,925000.0,2015-06-01,91100.0,上海,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.4540540540540541,41
特斯拉MODEL S 2017款 MODEL S 75D   ,HC-36492319,660000.0,952000.0,2017-03-01,17200.0,北京,75.0,386.0,525.0,469.0,特斯拉,中大型车,2018-11-28,0.6932773109243697,20
长城C30新能源 2017款 EV 悦享型   ,HC-48475597,54000.0,163000.0,2017-12-01,6899.999999999999,保定,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.3312883435582822,11
江淮iEV7S 2017款 智尊型 ,HC-61254937,72800.0,225000.0,2017-10-01,51500.0,眉山,39.0,85.0,270.0,280.0,江淮汽车,小型SUV,2018-11-28,0.32355555555555554,13
特斯拉MODEL S 2014款 MODEL S P85 ,HC-51166633,488000.0,925000.0,2014-10-01,124700.0,北京,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5275675675675676,49
比亚迪e6 2016款 400 精英版  ,HC-58139214,119800.0,358000.0,2016-03-01,23200.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.3346368715083799,32
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-57576183,36000.0,193000.0,2017-06-01,46100.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.18652849740932642,17
江铃集团新能源 江铃E100 2016款 标准型  ,HC-62618676,10000.0,169000.0,2015-09-01,27200.000000000004,南昌,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.05917159763313609,38
知豆D1 2016款 标准型  ,HC-58293336,26600.0,172000.0,2016-11-01,10700.0,南通,18.0,15.0,95.0,180.0,知豆电动车,微型车,2018-11-28,0.15465116279069768,24
众泰 芝麻 2017款 标准型    ,HC-59770833,34000.0,130000.0,2017-12-01,2300.0,郑州,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.26153846153846155,11
启辰 晨风 2014款 领风版6.6KW  ,HC-58213352,65000.0,269000.0,2016-03-01,32400.000000000004,北京,24.0,80.0,254.0,175.0,东风启辰,紧凑型车,2018-11-28,0.241635687732342,32
华泰新能源 华泰EV160B 2017款 基本型   ,HC-60680505,30500.0,112000.0,2017-12-01,2600.0,枣庄,21.0,30.0,140.0,155.0,华泰新能源,微型车,2018-11-28,0.27232142857142855,11
昌河 北斗星X5E 2017款 EV268 畅行版   ,HC-37690938,57000.0,155000.0,2018-04-01,100.0,成都,32.0,55.0,180.0,260.0,北汽昌河,微型车,2018-11-28,0.36774193548387096,7
云度π1 2017款 城市智派型  ,HC-58180660,55000.0,148000.0,2017-12-01,3000.0,济南,24.0,55.0,170.0,150.0,云度新能源,小型SUV,2018-11-28,0.3716216216216216,11
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-58536494,50000.0,227000.0,2015-09-01,24300.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.22026431718061673,38
江淮iEV 2015款 iEV4 豪华智能型  ,HC-37241662,45000.0,168000.0,2017-08-01,15900.0,南宁,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.26785714285714285,15
奇瑞QQ3EV 2014款 运动版 ,HC-60239841,22000.0,51000.0,2015-04-01,48200.0,盐城,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.43137254901960786,43
众泰 2014款 云100 舒适型 ,HC-57772906,22799.999999999996,172000.0,2015-10-01,31600.0,长沙,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1325581395348837,37
北汽新能源 EV系列 2016款 EV160 轻快版    ,HC-57400732,58500.0,193000.0,2017-12-01,10900.0,青岛,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.30310880829015546,11
北汽新能源EV系列 2015款 EV160 轻秀版  ,HC-24810646,50000.0,205000.0,2016-12-01,16500.0,西安,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.24390243902439024,23
比亚迪e6 2016款 400 精英版  ,HC-61784675,120000.0,358000.0,2016-04-01,61500.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.33519553072625696,31
奇瑞eQ 2015款 豪华型  ,HC-57532199,28000.0,179000.0,2015-12-01,42000.0,南京,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.1564245810055866,35
特斯拉MODEL S 2014款 MODEL S P85  ,HC-53493714,567000.0,925000.0,2014-09-01,27000.0,上海,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.6129729729729729,50
奇瑞QQ3EV 2012款 启航型 ,HC-60850522,21000.0,54000.0,2016-01-01,18500.0,日照,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.3888888888888889,34
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-59764875,63000.0,165000.0,2018-05-01,2700.0,达州,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.38181818181818183,6
众泰 2017款 云100plus 豪华型   ,HC-37525457,46000.0,118000.0,2017-11-01,8800.0,长沙,20.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.3898305084745763,12
特斯拉MODEL S 2016款 MODEL S P90D  ,HC-39356463,730000.0,1163000.0,2016-10-01,11800.0,常州,90.0,568.0,967.0,509.0,特斯拉,中大型车,2018-11-28,0.6276870163370594,25
知豆D2 2017款 D2 智享版    ,HC-50657320,35000.0,172000.0,2017-09-01,5699.999999999999,天津,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.20348837209302326,14
荣威E50 2015款 标准型  ,HC-35806137,60599.99999999999,255000.0,2014-12-01,16500.0,上海,18.0,52.0,155.0,120.0,上汽集团,微型车,2018-11-28,0.23764705882352938,47
知豆D2 2017款 D2 智享版   ,HC-58668516,33000.0,172000.0,2017-04-01,14800.0,济宁,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.19186046511627908,19
众泰E200 2018款 飞鱼座    ,HC-44801874,58000.0,197000.0,2018-06-01,100.0,唐山,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.29441624365482233,5
比亚迪 2016款 秦EV300 旗舰型   ,HC-61432614,138000.0,336000.0,2017-12-01,14400.0,深圳,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.4107142857142857,11
知豆D2 2016款 D2S   ,HC-58670866,35000.0,205000.0,2017-12-01,300.0,南京,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.17073170731707318,11
腾势 2014款 尊贵版  ,HC-59474803,156000.0,433000.0,2016-10-01,15100.0,北京,47.5,86.0,290.0,253.0,腾势汽车,中型车,2018-11-28,0.36027713625866054,25
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-56520946,34000.0,139000.0,2017-11-01,33600.0,湖州,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.2446043165467626,12
众泰E200 2016款 三门两座科技版    ,HC-57221721,49000.0,197000.0,2017-06-01,4300.0,天津,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.24873096446700507,17
长城C30新能源 2017款 EV 悦享型   ,HC-48542795,52000.0,163000.0,2017-11-01,5600.000000000001,保定,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.31901840490797545,12
江铃集团新能源 江淮iEV6E 2017款 iEV6E ,HC-50798944,43000.0,139000.0,2017-05-01,35900.0,太原,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.30935251798561153,18
知豆D1 2016款 标准型 ,HC-58418193,21000.0,172000.0,2016-12-01,24900.000000000004,天津,18.0,15.0,95.0,180.0,知豆电动车,微型车,2018-11-28,0.12209302325581395,23
长城C30新能源 2017款 EV 悦享型    ,HC-48400727,51000.0,163000.0,2017-11-01,5699.999999999999,保定,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.3128834355828221,12
江淮iEV6S 2016款 智享版  ,HC-34732768,70000.0,239000.0,2016-06-01,25700.0,北京,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.2928870292887029,29
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-54414899,38000.0,193000.0,2016-03-01,48200.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.19689119170984457,32
长安欧尚 奔奔mini-e 2017款 舒适型   ,HC-59446020,28500.0,93000.0,2017-10-01,3800.0,菏泽,17.3,30.0,150.0,151.0,长安汽车,微型车,2018-11-28,0.3064516129032258,13
北汽新能源EC系列 2017款 EC180 灵动版  ,HC-24224123,36800.0,165000.0,2016-12-01,10500.0,长沙,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.22303030303030302,23
江淮iEV 2015款 iEV4 豪华型   ,HC-51073073,30000.0,166000.0,2015-07-01,84900.0,西安,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.18072289156626506,40
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-62705778,34500.0,165000.0,2018-05-01,4400.0,宿州,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.20909090909090908,6
北汽新能源 EV系列 2015款 EV200 轻快版   ,HC-58445627,40000.0,227000.0,2015-10-01,52100.0,武汉,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.1762114537444934,37
众泰 江南TT 2015款 舒适型   ,HC-57414112,18000.0,114000.0,2016-12-01,5300.0,晋中,15.2,18.0,110.0,160.0,众泰汽车,微型车,2018-11-28,0.15789473684210525,23
特斯拉MODEL S 2016款 MODEL S 75 ,HC-61163316,540000.0,838000.0,2016-08-01,12500.0,上海,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.6443914081145584,27
众泰E200 2018款 飞鱼座   ,HC-61512100,55000.0,197000.0,2018-06-01,3900.0,成都,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.27918781725888325,5
知豆D2 2017款 D2S   ,HC-37675815,43000.0,205000.0,2017-12-01,11800.0,天津,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.2097560975609756,11
海马@3 2017款 纯电动 舒适型 ,HC-59816708,65000.0,163000.0,2016-12-01,12900.0,昆明,26.7,70.0,240.0,202.0,海马汽车,紧凑型车,2018-11-28,0.3987730061349693,23
江淮iEV6S 2016款 智享版   ,HC-59374205,40000.0,239000.0,2016-05-01,141100.0,武汉,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.16736401673640167,30
奇瑞QQ3EV 2014款 启航升级版 ,HC-60145840,17000.0,50000.0,2016-08-01,15900.0,日照,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.34,27
特斯拉MODEL S 2014款 MODEL S P85 ,HC-60209268,400000.0,925000.0,2014-04-01,75100.0,深圳,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.43243243243243246,55
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-58573392,40000.0,139000.0,2017-07-01,6100.0,杭州,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.28776978417266186,16
江淮iEV 2015款 iEV4 豪华型 ,HC-59817081,24800.0,166000.0,2015-04-01,45100.0,上海,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.1493975903614458,43
众泰E200 2016款 三门两座科技版  ,HC-59620973,42000.0,197000.0,2016-11-01,26000.0,青岛,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.2131979695431472,24
江铃集团新能源 江铃E200S 2017款 豪华型   ,HC-49831082,51800.0,96000.0,2017-12-01,100.0,湛江,17.3,30.0,150.0,152.0,江铃集团新能源,微型车,2018-11-28,0.5395833333333333,11
北汽新能源 EC系列 2017款 EC180 灵秀版   ,HC-61851061,35000.0,171000.0,2017-06-01,12900.0,商丘,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2046783625730994,17
北汽新能源 EV系列 2015款 EV200 轻享版  ,HC-59165278,49500.0,268000.0,2015-05-01,21500.0,唐山,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.18470149253731344,42
江铃集团新能源 江铃E100 2016款 标准型   ,HC-60266990,30000.0,169000.0,2017-11-01,4700.0,荆州,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.17751479289940827,12
知豆D2 2017款 D2S    ,HC-58461167,46800.0,205000.0,2018-06-01,1500.0,绍兴,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.22829268292682928,5
比亚迪e5 2016款 300 舒适型  ,HC-47857768,89900.0,249000.0,2017-09-01,17300.0,成都,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.3610441767068273,14
御捷E行 2018款 标准型    ,HC-58468039,49400.00000000001,148000.0,2017-11-01,12000.0,青岛,22.0,36.0,230.0,153.0,御捷新能源,微型车,2018-11-28,0.3337837837837838,12
北汽新能源 EC系列 2017款 EC180 灵动版  ,HC-61745849,40000.0,165000.0,2017-12-01,5800.0,鄂尔多斯,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.24242424242424243,11
吉利 帝豪EV 2017款 三厢 EV300 精英型   ,HC-62429786,80000.0,223000.0,2017-03-01,17400.0,北京,41.0,95.0,240.0,300.0,吉利汽车,紧凑型车,2018-11-28,0.35874439461883406,20
江淮iEV 2015款 iEV5  ,HC-59683756,45000.0,195000.0,2016-10-01,13100.0,深圳,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.23076923076923078,25
江淮iEV6S 2016款 智享版  ,HC-38287623,59000.0,239000.0,2016-07-01,38300.0,北京,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.24686192468619247,28
北汽新能源 EV系列 2015款 EV160 轻秀版  ,HC-57363150,39600.0,205000.0,2016-03-01,15000.0,长春,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.19317073170731708,32
川汽野马 野马T70新能源 2015款 基本型  ,HC-50098857,86000.0,271000.0,2016-12-01,31200.0,成都,39.0,90.0,300.0,150.0,野马汽车,紧凑型SUV,2018-11-28,0.3173431734317343,23
北汽新能源 EV系列 2016款 E150EV 经典版  ,HC-62146905,43000.0,172000.0,2017-12-01,6300.0,温州,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.25,11
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-62357269,44000.0,139000.0,2017-11-01,13500.0,泉州,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.31654676258992803,12
长安 奔奔 2017款 纯电动 180公里时尚型  ,HC-55619244,49000.0,175000.0,2017-11-01,7300.0,郑州,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.28,12
江铃集团新能源江淮iEV6E 2017款 iEV6E  ,HC-35043795,50000.0,139000.0,2017-05-01,11000.0,菏泽,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3597122302158273,18
知豆D1 2016款 标准型  ,HC-61746208,33000.0,172000.0,2016-12-01,1000.0,临汾,18.0,15.0,95.0,180.0,知豆电动车,微型车,2018-11-28,0.19186046511627908,23
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-58726646,42000.0,165000.0,2017-06-01,21400.0,北京,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2545454545454545,17
江铃集团新能源江淮iEV6E 2017款 iEV6E 时光版    ,HC-23568579,40800.0,129000.0,2017-06-01,1700.0000000000002,焦作,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.31627906976744186,17
江淮iEV 2015款 iEV4 豪华型   ,HC-55551770,34200.0,166000.0,2015-06-01,16600.0,日照,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.20602409638554217,41
云度π1 2017款 城市乐派型   ,HC-47875237,71000.0,139000.0,2018-04-01,5900.0,北京,24.0,55.0,170.0,150.0,云度新能源,小型SUV,2018-11-28,0.5107913669064749,7
江铃集团新能源 江铃E200 2016款 标准型   ,HC-44937791,32800.0,195000.0,2017-12-01,1600.0,枣庄,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.1682051282051282,11
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-45112461,37000.0,165000.0,2017-09-01,20900.0,东营,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.22424242424242424,14
特斯拉MODEL S 2017款 Model S 75D   ,HC-59874624,718000.0,952000.0,2018-09-01,400.0,东莞,75.0,386.0,525.0,469.0,特斯拉,中大型车,2018-11-28,0.7542016806722689,2
比亚迪 元 2018款 EV360 智联炫酷型   ,HC-58296323,86000.0,102000.0,2018-08-01,4500.0,重庆,42.0,70.0,180.0,305.0,比亚迪,小型SUV,2018-11-28,0.8431372549019608,3
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-58508635,57000.0,139000.0,2018-09-01,3400.0000000000005,深圳,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.41007194244604317,2
众泰 2014款 云100 舒适型  ,HC-58542708,26000.0,172000.0,2014-12-01,17900.0,盐城,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1511627906976744,47
奇瑞eQ 2015款 豪华型  ,HC-59008947,27500.0,179000.0,2015-01-01,11500.0,上海,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.15363128491620112,46
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-51967292,50000.0,192000.0,2015-11-01,30900.0,东莞,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.2604166666666667,36
北汽新能源 EV系列 2016款 E150EV 经典版  ,HC-58711867,34200.0,172000.0,2016-06-01,54900.0,武汉,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.19883720930232557,29
众泰E200 2016款 三门两座科技版   ,HC-57162712,45000.0,197000.0,2017-08-01,3800.0,北京,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.22842639593908629,15
东风小康EC36 2017款 基本型   ,HC-59595934,65000.0,138000.0,2018-08-01,7100.0,广州,38.2,60.0,191.0,200.0,东风小康,微面,2018-11-28,0.47101449275362317,3
华泰EV160R 2017款 标准型  ,HC-38424220,28000.0,119000.0,2017-08-01,38000.0,贵阳,19.8,20.0,110.0,160.0,华泰新能源,微型车,2018-11-28,0.23529411764705882,15
江淮iEV 2015款 iEV4 豪华型  ,HC-58670154,40000.0,166000.0,2016-04-01,27200.000000000004,天津,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.24096385542168675,31
北汽新能源 EV系列 2014款 E150EV 科技版 ,HC-58928724,36000.0,251000.0,2014-11-01,56900.00000000001,牡丹江,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.14342629482071714,48
众泰E200 2018款 飞鱼座    ,HC-58055070,49000.0,197000.0,2018-10-01,100.0,杭州,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.24873096446700507,1
北汽新能源 EV系列 2016款 E150EV 经典版 ,HC-39439028,44000.0,172000.0,2016-12-01,15100.0,青岛,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.2558139534883721,23
特斯拉MODEL S 2014款 MODEL S P85 ,HC-45115518,490000.0,925000.0,2015-06-01,67200.0,北京,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5297297297297298,41
知豆D2 2017款 D2 智享版    ,HC-57034669,36800.0,172000.0,2017-06-01,7300.0,宁波,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.21395348837209302,17
众泰 2014款 云100 舒适型  ,HC-58036974,23000.0,172000.0,2015-12-01,57200.0,石家庄,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.13372093023255813,35
奇瑞eQ 2015款 豪华型   ,HC-59205943,27500.0,179000.0,2015-05-01,44200.0,芜湖,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.15363128491620112,42
北汽新能源 EU系列 2016款 EU260 乐途plus版  ,HC-38370580,98000.0,260000.0,2016-12-01,43099.99999999999,上海,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.3769230769230769,23
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-58691994,40000.0,165000.0,2017-11-01,8100.000000000001,邯郸,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.24242424242424243,12
长城C30新能源 2017款 EV 悦享型   ,HC-58683900,53000.0,163000.0,2017-12-01,11500.0,保定,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.32515337423312884,11
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-58964790,41000.0,129000.0,2018-03-01,700.0000000000001,保定,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.3178294573643411,8
众泰E200 2016款 三门两座科技版   ,HC-56902801,43800.0,197000.0,2016-09-01,10700.0,中山,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.22233502538071065,26
比亚迪 2016款 秦EV300 尊荣型  ,HC-62298450,90000.0,315000.0,2016-07-01,16100.000000000002,深圳,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.2857142857142857,28
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-58108441,45000.0,193000.0,2016-11-01,43800.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.23316062176165803,24
奇瑞eQ 2015款 豪华型 ,HC-57549497,35000.0,179000.0,2016-05-01,16700.0,北京,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.19553072625698323,30
比亚迪 2017款 秦EV300 尊享型   ,HC-61800578,133000.0,267000.0,2017-11-01,15900.0,北京,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.49812734082397003,12
江淮iEV 2014款 iEV4  ,HC-55985275,32000.0,184000.0,2015-06-01,31600.0,上海,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.17391304347826086,41
长安 奔奔 2017款 纯电动 210公里时尚型   ,HC-58164207,50000.0,181000.0,2017-05-01,20700.0,北京,27.5,55.0,170.0,210.0,长安汽车,微型车,2018-11-28,0.27624309392265195,18
众泰E200 2016款 三门两座科技版   ,HC-61991307,48000.0,197000.0,2017-12-01,21200.0,天津,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.2436548223350254,11
北汽新能源 EV系列 2014款 E150EV 科技版 ,HC-62064993,22000.0,251000.0,2015-03-01,74700.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.08764940239043825,44
特斯拉MODEL S 2017款 MODEL S 90D    ,HC-57371886,760000.0,964000.0,2017-05-01,21400.0,西安,90.0,386.0,660.0,557.0,特斯拉,中大型车,2018-11-28,0.7883817427385892,18
北汽新能源 EV系列 2015款 EV160 轻快版 ,HC-58408697,30000.0,192000.0,2015-06-01,70900.0,上海,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.15625,41
北汽新能源 EV系列 2015款 EV200 轻快版 ,HC-52901714,39800.0,227000.0,2015-10-01,43000.0,东莞,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.17533039647577092,37
江淮iEV7S 2017款 智尊型   ,HC-60101568,78000.0,225000.0,2018-11-01,200.0,驻马店,39.0,85.0,270.0,280.0,江淮汽车,小型SUV,2018-11-28,0.3466666666666667,0
奇瑞eQ1 2017款 智炫版 2座   ,HC-58189635,44000.0,180000.0,2017-08-01,12400.0,北京,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.24444444444444444,15
东风风神E30 2015款 E30L  ,HC-32841657,34000.0,217000.0,2015-11-01,18000.0,武汉,20.5,17.0,64.0,150.0,东风乘用车,微型车,2018-11-28,0.15668202764976957,36
奇瑞eQ 2015款 豪华型  ,HC-57131014,24000.0,179000.0,2015-12-01,50900.0,上海,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.1340782122905028,35
吉利 帝豪EV 2017款 三厢 EV300 精英型    ,HC-58411193,99000.0,223000.0,2018-05-01,9800.0,苏州,41.0,95.0,240.0,300.0,吉利汽车,紧凑型车,2018-11-28,0.4439461883408072,6
传祺GE3 2017款 310 尊享版   ,HC-58280178,103000.0,267000.0,2018-04-01,12100.0,郑州,47.0,132.0,290.0,310.0,广汽新能源,小型SUV,2018-11-28,0.3857677902621723,7
知豆D3 2018款 豆牛士版    ,HC-44338466,48000.0,97000.0,2018-04-01,1800.0,深圳,23.0,30.0,105.0,210.0,知豆电动车,微型车,2018-11-28,0.4948453608247423,7
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-57112902,32100.0,192000.0,2016-06-01,53700.0,上海,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.1671875,29
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-59361249,42200.0,139000.0,2017-11-01,26500.0,郑州,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3035971223021583,12
众泰E200 2016款 三门两座科技版  ,HC-35452990,39000.0,197000.0,2016-12-01,11000.0,重庆,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.19796954314720813,23
众泰E200 2016款 三门两座科技版   ,HC-58836435,40800.0,197000.0,2016-11-01,7300.0,青岛,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.20710659898477157,24
知豆D2 2017款 D2 乐享版    ,HC-58308482,28000.0,165000.0,2017-12-01,17800.0,青岛,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.1696969696969697,11
