title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date,RV_ratio,months
特斯拉MODEL S 2016款 MODEL S 60D ,HC-44441805,590000.0,822000.0,2016-10-01,63400.0,北京,60.0,386.0,525.0,408.0,特斯拉,中大型车,2018-11-28,0.7177615571776156,25
吉利 帝豪EV 2016款 三厢 EV 尊贵型  ,HC-42686616,93100.0,271000.0,2016-08-01,39100.0,北京,45.3,95.0,240.0,253.0,吉利汽车,紧凑型车,2018-11-28,0.34354243542435425,27
江铃集团新能源江铃E200 2016款 舒适型   ,HC-35494781,33000.0,198000.0,2016-11-01,6500.0,昆明,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.16666666666666666,24
江铃集团新能源 江铃E200 2016款 舒适型   ,HC-43961624,50800.0,198000.0,2017-09-01,7100.0,湛江,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.25656565656565655,14
江淮iEV 2017款 iEV4 豪华智能型 ,HC-34083342,40000.0,150000.0,2016-12-01,11200.000000000002,廊坊,23.0,42.0,165.0,170.0,江淮汽车,小型车,2018-11-28,0.26666666666666666,23
奇瑞QQ3EV 2012款 启航型 ,HC-21499718,15000.0,54000.0,2012-06-01,20000.0,厦门,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.2777777777777778,77
比亚迪e6 2016款 400 尊贵版 ,HC-44165326,145000.0,401000.0,2016-08-01,33800.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.36159600997506236,27
吉利帝豪EV 2016款 三厢 EV 精英型   ,HC-34678904,99000.0,260000.0,2016-07-01,54000.0,杭州,45.3,95.0,240.0,253.0,吉利汽车,紧凑型车,2018-11-28,0.38076923076923075,28
荣威eRX5 2017款 ERX5 EV400 电动互联网旗舰版    ,HC-47726754,180000.0,306000.0,2018-01-01,12600.0,上海,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.5882352941176471,10
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版   ,HC-49308812,188000.0,322000.0,2017-10-01,21500.0,天津,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.5838509316770186,13
江铃集团新能源江淮iEV6E 2017款 iEV6E    ,HC-25049844,53000.0,139000.0,2017-05-01,6000.0,临汾,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.381294964028777,18
奇瑞eQ1 2017款 智炫版 2座  ,HC-42791659,50000.0,180000.0,2017-10-01,9000.0,蚌埠,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2777777777777778,13
知豆D2 2017款 D2S   ,HC-39539305,40000.0,205000.0,2017-12-01,1000.0,郑州,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.1951219512195122,11
奇瑞eQ1 2017款 智享版 2座   ,HC-43855227,42000.0,176000.0,2017-11-01,11399.999999999998,武汉,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.23863636363636365,12
北汽新能源EC系列 2017款 EC180 灵动版    ,HC-31897553,44500.0,165000.0,2017-03-01,7900.0,绍兴,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2696969696969697,20
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-43855656,60000.0,193000.0,2017-04-01,34300.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.31088082901554404,19
江淮iEV 2015款 iEV5  ,HC-27263455,58000.0,195000.0,2016-12-01,8500.0,六安,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.29743589743589743,23
众泰E200 2018款 飞鱼座   ,HC-42411854,55000.0,197000.0,2018-02-01,2100.0,泰安,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.27918781725888325,9
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-37833753,45000.0,165000.0,2018-04-01,1400.0000000000002,杭州,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2727272727272727,7
比亚迪e5 2016款 300 豪华型 ,HC-41693627,103000.0,260000.0,2016-05-01,48099.99999999999,石家庄,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.39615384615384613,30
江铃集团新能源江淮iEV6E 2017款 iEV6E    ,HC-34479261,52200.0,139000.0,2017-11-01,3000.0,泰州,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.37553956834532376,12
吉利 帝豪EV 2016款 三厢 EV 精英型  ,HC-41867598,115000.0,260000.0,2016-11-01,22799.999999999996,上海,45.3,95.0,240.0,253.0,吉利汽车,紧凑型车,2018-11-28,0.4423076923076923,24
奇瑞eQ 2017款 豪华型  ,HC-43195266,38000.0,187000.0,2016-10-01,28100.0,杭州,23.6,41.8,150.0,200.0,奇瑞新能源,微型车,2018-11-28,0.20320855614973263,25
北汽新能源 EV系列 2016款 EV160 轻快版  ,HC-44148633,42800.0,193000.0,2016-07-01,68600.0,广州,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.22176165803108808,28
昌河 北斗星X5E 2017款 EV168 进取版   ,HC-37723909,52000.0,125000.0,2017-12-01,100.0,成都,22.0,55.0,180.0,160.0,北汽昌河,微型车,2018-11-28,0.416,11
比亚迪秦 2016款 EV300 尊贵型  ,HC-15801984,120000.0,293000.0,2016-08-01,25000.0,深圳,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.40955631399317405,27
江淮iEV 2015款 iEV4 豪华智能型   ,HC-31478785,38000.0,168000.0,2016-12-01,7200.0,北京,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.2261904761904762,23
众泰 2014款 云100 舒适型  ,HC-44064700,31800.0,172000.0,2015-05-01,8700.0,临沂,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.18488372093023256,42
江淮iEV 2015款 iEV5  ,HC-19136211,45000.0,195000.0,2016-05-01,51500.0,天津,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.23076923076923078,30
北汽新能源EV系列 2015款 EV200 轻快版  ,HC-33052618,46000.0,227000.0,2016-02-01,82000.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.2026431718061674,33
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-40610713,43000.0,129000.0,2017-06-01,3800.0,济宁,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.3333333333333333,17
奇瑞eQ 2015款 豪华型  ,HC-24708613,40000.0,179000.0,2016-10-01,100.0,东莞,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22346368715083798,25
知豆D2 2017款 D2S  ,HC-35856303,40000.0,205000.0,2017-06-01,13500.0,南昌,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.1951219512195122,17
北汽新能源EU系列 2016款 EU260 乐享版   ,HC-35528730,96000.0,279000.0,2016-04-01,63600.0,北京,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.34408602150537637,31
江铃集团新能源 江铃E200 2016款 标准型    ,HC-41734122,36000.0,195000.0,2017-12-01,3800.0,商丘,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.18461538461538463,11
康迪K12 2016款 K12   ,HC-28489918,36000.0,172000.0,2016-12-01,3900.0,天津,20.0,35.0,165.0,152.0,康迪电动汽车集团,微型车,2018-11-28,0.20930232558139536,23
奇瑞eQ 2015款 豪华型  ,HC-26731571,40000.0,179000.0,2015-07-01,31000.0,武汉,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22346368715083798,40
江淮iEV 2015款 iEV5  ,HC-41374543,45000.0,195000.0,2016-01-01,30800.0,天津,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.23076923076923078,34
众泰 2014款 云100 舒适型   ,HC-42305598,26000.0,172000.0,2015-12-01,20200.0,青岛,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1511627906976744,35
江淮iEV 2015款 iEV5   ,HC-35422159,44000.0,195000.0,2016-09-01,26000.0,北京,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.22564102564102564,26
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-38417809,40000.0,139000.0,2017-11-01,4900.0,石家庄,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.28776978417266186,12
众泰云100 2014款 云100 舒适型  ,HC-22812766,27000.0,172000.0,2015-02-01,21500.0,青岛,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1569767441860465,45
华泰EV160R 2017款 标准型  ,HC-40399103,36000.0,119000.0,2017-12-01,4800.0,石家庄,19.8,20.0,110.0,160.0,华泰新能源,微型车,2018-11-28,0.3025210084033613,11
江铃集团新能源江铃E100 2016款 标准型   ,HC-36212138,30800.0,169000.0,2017-07-01,15300.0,济宁,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.18224852071005918,16
北汽新能源EU系列 2016款 EU260 乐享版    ,HC-35525542,88000.0,279000.0,2017-05-01,12000.0,北京,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.3154121863799283,18
东风风神E30 2015款 E30L ,HC-40020830,34000.0,217000.0,2016-12-01,17200.0,武汉,20.5,17.0,64.0,150.0,东风乘用车,微型车,2018-11-28,0.15668202764976957,23
江淮iEV 2015款 iEV4 豪华智能型  ,HC-16381704,40000.0,168000.0,2015-11-01,23800.0,南阳,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.23809523809523808,36
众泰E200 2016款 三门两座科技版   ,HC-46331244,43700.0,197000.0,2016-12-01,13600.000000000002,青岛,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.2218274111675127,23
比亚迪e5 2017款 300 尊贵型   ,HC-22833382,118800.00000000001,223000.0,2017-09-01,11800.0,成都,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.5327354260089687,14
北汽新能源 EV系列 2015款 EV200 轻快版 ,HC-45500045,65000.0,227000.0,2015-12-01,33000.0,上海,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.28634361233480177,35
传祺GE3 2017款 尊享版   ,HC-33676483,148000.0,267000.0,2018-01-01,5699.999999999999,天津,47.0,132.0,290.0,310.0,广汽新能源,小型SUV,2018-11-28,0.5543071161048689,10
众泰E200 2016款 三门两座科技版  ,HC-30782204,39900.0,197000.0,2016-12-01,21200.0,成都,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.20253807106598984,23
奇瑞eQ 2015款 舒适型  ,HC-37756031,32000.0,174000.0,2014-12-01,64500.0,上海,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.1839080459770115,47
众泰E200 2016款 三门两座科技版    ,HC-33131388,47000.0,197000.0,2017-10-01,1800.0,杭州,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.23857868020304568,13
长安奔奔 2017款 纯电动 180公里标准型  ,HC-33958470,53000.0,168000.0,2017-05-01,300.0,潍坊,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.31547619047619047,18
知豆D2 2017款 D2S   ,HC-37877355,36000.0,205000.0,2017-10-01,6200.0,天津,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.17560975609756097,13
奇瑞eQ1 2017款 智享版 2座   ,HC-44373192,50000.0,176000.0,2017-09-01,3300.0,天津,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2840909090909091,14
众泰E200 2016款 三门两座科技版  ,HC-47641161,49800.00000000001,197000.0,2016-12-01,300.0,太原,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.25279187817258886,23
启辰 晨风 2014款 领航版6.6KW  ,HC-37118563,70000.0,279000.0,2016-04-01,34700.0,深圳,24.0,80.0,254.0,175.0,东风启辰,紧凑型车,2018-11-28,0.25089605734767023,31
北汽新能源EU系列 2017款 EU260 乐享版   ,HC-28686786,119000.0,234000.0,2017-08-01,1000.0,天津,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.5085470085470085,15
众泰 2016款 云100S 豪华型   ,HC-45110282,35000.0,184000.0,2016-12-01,17200.0,青岛,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.19021739130434784,23
奇瑞eQ1 2017款 智享版 2座   ,HC-44315549,47500.0,176000.0,2017-10-01,2300.0,日照,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.26988636363636365,13
奇瑞eQ1 2017款 智享版 2座  ,HC-42186014,42000.0,176000.0,2017-08-01,12000.0,厦门,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.23863636363636365,15
比亚迪 宋新能源 2018款 宋EV400 智联进享型   ,HC-48567040,195000.0,298000.0,2018-06-01,1600.0,滨州,61.9,160.0,310.0,350.0,比亚迪,紧凑型SUV,2018-11-28,0.6543624161073825,5
众泰E200 2016款 三门两座科技版   ,HC-45818057,47000.0,197000.0,2017-06-01,9300.0,滨州,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.23857868020304568,17
华泰新能源 华泰XEV260 2017款 精英型  ,HC-46318502,131800.0,267000.0,2017-12-01,10100.0,西安,49.9,80.0,220.0,266.0,华泰新能源,紧凑型SUV,2018-11-28,0.4936329588014981,11
北汽新能源EV系列 2016款 EV160 轻秀版   ,HC-16155509,55000.0,206000.0,2016-12-01,10000.0,西安,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.2669902912621359,23
特斯拉MODEL S 2016款 MODEL S 75   ,HC-48425542,750000.0,838000.0,2017-04-01,24400.0,上海,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.8949880668257757,19
众泰E200 2018款 飞鱼座    ,HC-38144027,59000.0,197000.0,2018-06-01,100.0,洛阳,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.29949238578680204,5
众泰 芝麻E30 2016款 E30标准型  ,HC-36878002,30000.0,195000.0,2015-12-01,7900.0,青岛,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.15384615384615385,35
奇瑞eQ 2015款 舒适型  ,HC-45897603,40000.0,174000.0,2016-04-01,12800.0,眉山,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22988505747126436,31
特斯拉MODEL S 2014款 MODEL S 85  ,HC-31333432,580000.0,797000.0,2014-10-01,62000.0,上海,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.7277289836888331,49
特斯拉Model X 2016款 MODEL X P90D   ,HC-38062099,949000.0,1252000.0,2017-05-01,37100.0,广州,90.0,568.0,967.0,467.0,特斯拉,中大型SUV,2018-11-28,0.7579872204472844,18
奇瑞eQ 2015款 舒适型 ,HC-36994747,41800.0,174000.0,2016-12-01,19800.0,岳阳,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.24022988505747125,23
江淮iEV6S 2016款 智享版 ,HC-36371406,70000.0,239000.0,2016-05-01,45599.99999999999,十堰,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.2928870292887029,30
奇瑞eQ 2015款 豪华型  ,HC-38200902,41000.0,179000.0,2015-12-01,8500.0,吉安,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22905027932960895,35
众泰 2016款 云100S 豪华型  ,HC-44722023,39000.0,184000.0,2016-11-01,14400.0,长沙,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.21195652173913043,24
众泰芝麻E30 2016款 E30标准型    ,HC-27929639,38000.0,195000.0,2017-08-01,5600.000000000001,青岛,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.19487179487179487,15
江淮iEV 2015款 iEV4 豪华智能型  ,HC-28441827,35000.0,168000.0,2016-01-01,37800.0,沧州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.20833333333333334,34
众泰云100 2016款 云100S 豪华型  ,HC-19823713,36000.0,184000.0,2016-11-01,800.0,大同,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.1956521739130435,24
众泰E200 2017款 豪华型    ,HC-41982982,55000.0,195000.0,2018-05-01,1200.0,丽水,24.52,60.0,180.0,160.0,众泰汽车,微型车,2018-11-28,0.28205128205128205,6
众泰E200 2018款 飞鱼座  ,HC-38139279,55000.0,197000.0,2017-12-01,4500.0,商丘,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.27918781725888325,11
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版    ,HC-39993951,170000.0,322000.0,2017-08-01,17000.0,北京,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.5279503105590062,15
宝马i3 2016款 升级款时尚型(进口)   ,HC-44745568,275000.0,459000.0,2017-11-01,400.0,东营,33.0,125.0,250.0,271.0,宝马(进口),小型车,2018-11-28,0.599128540305011,12
知豆D2 2017款 D2S   ,HC-37229632,40000.0,205000.0,2017-12-01,500.0,焦作,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.1951219512195122,11
特斯拉MODEL S 2016款 MODEL S 75D  ,HC-47224260,688000.0,891000.0,2016-10-01,96000.0,重庆,75.0,386.0,525.0,490.0,特斯拉,中大型车,2018-11-28,0.7721661054994389,25
特斯拉MODEL S 2016款 MODEL S 60   ,HC-40973524,600000.0,769000.0,2017-07-01,15600.0,上海,60.0,284.8,440.0,400.0,特斯拉,中大型车,2018-11-28,0.7802340702210663,16
特斯拉MODEL S 2016款 MODEL S 60D   ,HC-38964954,590000.0,822000.0,2017-02-01,23300.0,北京,60.0,386.0,525.0,408.0,特斯拉,中大型车,2018-11-28,0.7177615571776156,21
奇瑞QQ3EV 2012款 启航I型   ,HC-37936599,30000.0,57000.0,2018-06-01,3000.0,聊城,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.5263157894736842,5
特斯拉MODEL S 2016款 MODEL S 75   ,HC-48850140,748800.0,838000.0,2018-03-01,24700.000000000004,深圳,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.8935560859188544,8
特斯拉MODEL S 2014款 MODEL S P85  ,HC-28996101,500000.0,925000.0,2014-09-01,72000.0,烟台,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5405405405405406,50
长安奔奔 2017款 纯电动 180公里标准型  ,HC-25057790,48500.0,168000.0,2016-12-01,17300.0,北京,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.28869047619047616,23
奇瑞eQ 2015款 豪华型   ,HC-33610210,36000.0,179000.0,2015-11-01,14000.0,北京,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2011173184357542,36
江淮iEV 2015款 iEV4 豪华型 ,HC-46281443,45000.0,166000.0,2016-07-01,24700.000000000004,珠海,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.2710843373493976,28
